name,type,tier,address,county,phone,email,contactPerson,servicesOffered,paymentTermDays,contractStatus,contractStartDate,contractEndDate,contractNotes,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,legalName,registrationNumber,licenceNumber,facilityLevel,smartProviderId,slade360ProviderId
St. Luke's Hoima Medical Centre,CLINIC,PARTNER,"Hoima South, Hoima, Uganda",Hoima,+25677966514,billing.1007@st.luke.s.hoima.medical.centre.test.ug,Provider Relations 1007,Outpatient|Laboratory|Emergency,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.389792,31.388427,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",St. Luke's Hoima Medical Centre,,UMDPC-TEST-001007,HC III,SMART-UG-01007,SLADE-UG-01007
Community Mukono Medical Centre 726,CLINIC,PANEL,"Mukono Hill View, Mukono, Uganda",Mukono,+25677974433,billing.1008@community.mukono.medical.centre.726.test.ug,Provider Relations 1008,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.365012,32.716246,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Community Mukono Medical Centre 726 Limited,UG-REG-TEST-001008,UMDPC-TEST-001008,HC III,SMART-UG-01008,SLADE-UG-01008
Medipal Soroti Municipal 727,CLINIC,PANEL,"Soroti Town Council, Soroti, Uganda",Soroti,+25677982352,billing.1009@medipal.soroti.municipal.727.test.ug,Provider Relations 1009,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.692208,33.582241,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Medipal Soroti Municipal 727,,UMDPC-TEST-001009,HC IV,SMART-UG-01009,SLADE-UG-01009
Reliable Soroti Medical Centre,CLINIC,PARTNER,"Soroti South, Soroti, Uganda",Soroti,+25677990271,billing.1010@reliable.soroti.medical.centre.test.ug,Provider Relations 1010,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.682882,33.632029,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Reliable Soroti Medical Centre Limited,UG-REG-TEST-001010,UMDPC-TEST-001010,HC III,SMART-UG-01010,SLADE-UG-01010
Hope Kampala Medical Centre 729,CLINIC,PANEL,"Kampala Market Ward, Kampala, Uganda",Kampala,+25677998190,billing.1011@hope.kampala.medical.centre.729.test.ug,Provider Relations 1011,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.330312,32.591561,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Kampala Medical Centre 729 Limited,UG-REG-TEST-001011,UMDPC-TEST-001011,HC III,SMART-UG-01011,SLADE-UG-01011
St. Mary's Kiryandongo Medical Centre,CLINIC,PARTNER,"Kiryandongo Lake View, Kiryandongo, Uganda",Kiryandongo,+25678006109,billing.1012@st.mary.s.kiryandongo.medical.centre.test.ug,Provider Relations 1012,Outpatient|Laboratory|Chronic Care,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.850365,32.054979,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Kiryandongo Medical Centre,,UMDPC-TEST-001012,HC III,SMART-UG-01012,SLADE-UG-01012
Reliable Kiboga Medical Centre 731,CLINIC,PARTNER,"Kiboga University Ward, Kiboga, Uganda",Kiboga,+25678014028,billing.1013@reliable.kiboga.medical.centre.731.test.ug,Provider Relations 1013,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.893341,31.813642,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Reliable Kiboga Medical Centre 731,,UMDPC-TEST-001013,Outpatient Clinic,SMART-UG-01013,SLADE-UG-01013
Family Wakiso Medical Centre 732,CLINIC,PANEL,"Wakiso Central, Wakiso, Uganda",Wakiso,+25678021947,billing.1014@family.wakiso.medical.centre.732.test.ug,Provider Relations 1014,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.412423,32.479366,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Family Wakiso Medical Centre 732 Limited,UG-REG-TEST-001014,UMDPC-TEST-001014,Outpatient Clinic,SMART-UG-01014,SLADE-UG-01014
Family Moyo Medical Centre,CLINIC,PARTNER,"Moyo Hill View, Moyo, Uganda",Moyo,+25678029866,billing.1015@family.moyo.medical.centre.test.ug,Provider Relations 1015,Outpatient|Laboratory|Minor Surgery,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.703371,31.712647,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Family Moyo Medical Centre Limited,UG-REG-TEST-001015,UMDPC-TEST-001015,HC III,SMART-UG-01015,SLADE-UG-01015
Victoria Gulu Medical Centre 734,CLINIC,PANEL,"Gulu Central, Gulu, Uganda",Gulu,+25678037785,billing.1016@victoria.gulu.medical.centre.734.test.ug,Provider Relations 1016,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.776657,32.304643,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Victoria Gulu Medical Centre 734,,UMDPC-TEST-001016,Outpatient Clinic,SMART-UG-01016,SLADE-UG-01016
Sunrise Mpigi Medical Centre 735,CLINIC,PARTNER,"Mpigi West, Mpigi, Uganda",Mpigi,+25678045704,billing.1017@sunrise.mpigi.medical.centre.735.test.ug,Provider Relations 1017,Outpatient|Laboratory|Chronic Care,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.247274,32.317998,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Sunrise Mpigi Medical Centre 735 Limited,UG-REG-TEST-001017,UMDPC-TEST-001017,HC III,SMART-UG-01017,SLADE-UG-01017
St. Mary's Pallisa Medical Centre,CLINIC,PARTNER,"Pallisa Mission Ward, Pallisa, Uganda",Pallisa,+25678053623,billing.1018@st.mary.s.pallisa.medical.centre.test.ug,Provider Relations 1018,Outpatient|Laboratory|Chronic Care,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.13588,33.672772,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Pallisa Medical Centre Limited,UG-REG-TEST-001018,UMDPC-TEST-001018,HC IV,SMART-UG-01018,SLADE-UG-01018
Wellness Kiboga Medical Centre,CLINIC,PANEL,"Kiboga Mission Ward, Kiboga, Uganda",Kiboga,+25678061542,billing.1019@wellness.kiboga.medical.centre.test.ug,Provider Relations 1019,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.913777,31.790075,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Kiboga Medical Centre Limited,UG-REG-TEST-001019,UMDPC-TEST-001019,HC IV,SMART-UG-01019,SLADE-UG-01019
Wellness Kampala Medical Centre,CLINIC,PARTNER,"Kampala West, Kampala, Uganda",Kampala,+25678069461,billing.1020@wellness.kampala.medical.centre.test.ug,Provider Relations 1020,Outpatient|Laboratory|Emergency,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.352301,32.588853,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Kampala Medical Centre,,UMDPC-TEST-001020,HC IV,SMART-UG-01020,SLADE-UG-01020
Hope Luwero Medical Centre 739,CLINIC,PANEL,"Luwero Market Ward, Luwero, Uganda",Luwero,+25678077380,billing.1021@hope.luwero.medical.centre.739.test.ug,Provider Relations 1021,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.816047,32.463133,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Luwero Medical Centre 739 Limited,UG-REG-TEST-001021,UMDPC-TEST-001021,HC III,SMART-UG-01021,SLADE-UG-01021
Sunrise Yumbe Medical Centre,CLINIC,PANEL,"Yumbe North, Yumbe, Uganda",Yumbe,+25678085299,billing.1022@sunrise.yumbe.medical.centre.test.ug,Provider Relations 1022,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.441694,31.253961,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Sunrise Yumbe Medical Centre,,UMDPC-TEST-001022,HC III,SMART-UG-01022,SLADE-UG-01022
LifeLink Medical Centre Kabarole Municipal,CLINIC,PANEL,"Kabarole University Ward, Kabarole, Uganda",Kabarole,+25678093218,billing.1023@lifelink.medical.centre.kabarole.municipal.test.ug,Provider Relations 1023,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.60584,30.21156,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",LifeLink Medical Centre Kabarole Municipal Limited,UG-REG-TEST-001023,UMDPC-TEST-001023,HC IV,SMART-UG-01023,SLADE-UG-01023
Care Ibanda Medical Centre,CLINIC,PARTNER,"Ibanda Industrial Area, Ibanda, Uganda",Ibanda,+25678101137,billing.1024@care.ibanda.medical.centre.test.ug,Provider Relations 1024,Outpatient|Laboratory|Emergency,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.097968,30.476171,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Care Ibanda Medical Centre,,UMDPC-TEST-001024,HC III,SMART-UG-01024,SLADE-UG-01024
Frontier Kabale Medical Centre 743,CLINIC,PANEL,"Kabale Municipal, Kabale, Uganda",Kabale,+25678109056,billing.1025@frontier.kabale.medical.centre.743.test.ug,Provider Relations 1025,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-1.260082,30.011495,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Frontier Kabale Medical Centre 743 Limited,UG-REG-TEST-001025,UMDPC-TEST-001025,HC III,SMART-UG-01025,SLADE-UG-01025
C-Care Mayuge East,CLINIC,PANEL,"Mayuge Town Council, Mayuge, Uganda",Mayuge,+25678116975,billing.1026@c.care.mayuge.east.test.ug,Provider Relations 1026,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.479353,33.50464,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",C-Care Mayuge East,,UMDPC-TEST-001026,HC III,SMART-UG-01026,SLADE-UG-01026
Sunrise Ibanda Medical Centre,CLINIC,PANEL,"Ibanda Municipal, Ibanda, Uganda",Ibanda,+25678124894,billing.1027@sunrise.ibanda.medical.centre.test.ug,Provider Relations 1027,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.174746,30.528423,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Sunrise Ibanda Medical Centre,,UMDPC-TEST-001027,Outpatient Clinic,SMART-UG-01027,SLADE-UG-01027
Life Kitgum Medical Centre 746,CLINIC,PARTNER,"Kitgum South, Kitgum, Uganda",Kitgum,+25678132813,billing.1028@life.kitgum.medical.centre.746.test.ug,Provider Relations 1028,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.271831,32.927677,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Life Kitgum Medical Centre 746 Limited,UG-REG-TEST-001028,UMDPC-TEST-001028,HC IV,SMART-UG-01028,SLADE-UG-01028
City Medicals Soroti Industrial Area,CLINIC,PANEL,"Soroti Municipal, Soroti, Uganda",Soroti,+25678140732,billing.1029@city.medicals.soroti.industrial.area.test.ug,Provider Relations 1029,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.703911,33.577222,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",City Medicals Soroti Industrial Area Limited,UG-REG-TEST-001029,UMDPC-TEST-001029,HC IV,SMART-UG-01029,SLADE-UG-01029
Bridge Kiryandongo Medical Centre 748,CLINIC,PARTNER,"Kiryandongo Municipal, Kiryandongo, Uganda",Kiryandongo,+25678148651,billing.1030@bridge.kiryandongo.medical.centre.748.test.ug,Provider Relations 1030,Outpatient|Laboratory|Chronic Care,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.879404,32.07477,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Kiryandongo Medical Centre 748 Limited,UG-REG-TEST-001030,UMDPC-TEST-001030,Outpatient Clinic,SMART-UG-01030,SLADE-UG-01030
Pearl Kiryandongo Medical Centre,CLINIC,PANEL,"Kiryandongo South, Kiryandongo, Uganda",Kiryandongo,+25678156570,billing.1031@pearl.kiryandongo.medical.centre.test.ug,Provider Relations 1031,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.882477,32.097155,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Pearl Kiryandongo Medical Centre Limited,UG-REG-TEST-001031,UMDPC-TEST-001031,HC IV,SMART-UG-01031,SLADE-UG-01031
Sunrise Kasese Medical Centre 750,CLINIC,PANEL,"Kasese University Ward, Kasese, Uganda",Kasese,+25678164489,billing.1032@sunrise.kasese.medical.centre.750.test.ug,Provider Relations 1032,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.162023,30.078528,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Sunrise Kasese Medical Centre 750 Limited,UG-REG-TEST-001032,UMDPC-TEST-001032,HC III,SMART-UG-01032,SLADE-UG-01032
Reliable Buikwe Medical Centre,CLINIC,PANEL,"Buikwe East, Buikwe, Uganda",Buikwe,+25678172408,billing.1033@reliable.buikwe.medical.centre.test.ug,Provider Relations 1033,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.319889,33.007691,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Reliable Buikwe Medical Centre Limited,UG-REG-TEST-001033,UMDPC-TEST-001033,HC IV,SMART-UG-01033,SLADE-UG-01033
Life Oyam Medical Centre,CLINIC,PANEL,"Oyam University Ward, Oyam, Uganda",Oyam,+25678180327,billing.1034@life.oyam.medical.centre.test.ug,Provider Relations 1034,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.19971,32.412875,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Life Oyam Medical Centre Limited,UG-REG-TEST-001034,UMDPC-TEST-001034,Outpatient Clinic,SMART-UG-01034,SLADE-UG-01034
St. Mary's Mbale Medical Centre,CLINIC,PANEL,"Mbale North, Mbale, Uganda",Mbale,+25678188246,billing.1035@st.mary.s.mbale.medical.centre.test.ug,Provider Relations 1035,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.051595,34.137331,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Mbale Medical Centre,,UMDPC-TEST-001035,HC III,SMART-UG-01035,SLADE-UG-01035
City Medicals Kamuli Town Council,CLINIC,PANEL,"Kamuli North, Kamuli, Uganda",Kamuli,+25678196165,billing.1036@city.medicals.kamuli.town.council.test.ug,Provider Relations 1036,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.977974,33.163848,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",City Medicals Kamuli Town Council,,UMDPC-TEST-001036,HC IV,SMART-UG-01036,SLADE-UG-01036
Care Moroto Medical Centre,CLINIC,PANEL,"Moroto North, Moroto, Uganda",Moroto,+25678204084,billing.1037@care.moroto.medical.centre.test.ug,Provider Relations 1037,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.522746,34.687272,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Care Moroto Medical Centre Limited,UG-REG-TEST-001037,UMDPC-TEST-001037,HC IV,SMART-UG-01037,SLADE-UG-01037
Unity Wakiso Medical Centre,CLINIC,PARTNER,"Wakiso East, Wakiso, Uganda",Wakiso,+25678212003,billing.1038@unity.wakiso.medical.centre.test.ug,Provider Relations 1038,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.408931,32.474924,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Unity Wakiso Medical Centre Limited,UG-REG-TEST-001038,UMDPC-TEST-001038,HC III,SMART-UG-01038,SLADE-UG-01038
Prime Kitgum Medical Centre,CLINIC,PANEL,"Kitgum West, Kitgum, Uganda",Kitgum,+25678219922,billing.1039@prime.kitgum.medical.centre.test.ug,Provider Relations 1039,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.294838,32.864793,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Kitgum Medical Centre Limited,UG-REG-TEST-001039,UMDPC-TEST-001039,HC IV,SMART-UG-01039,SLADE-UG-01039
Community Wakiso Medical Centre 758,CLINIC,PARTNER,"Wakiso Hill View, Wakiso, Uganda",Wakiso,+25678227841,billing.1040@community.wakiso.medical.centre.758.test.ug,Provider Relations 1040,Outpatient|Laboratory|Minor Surgery,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.389908,32.474613,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Community Wakiso Medical Centre 758 Limited,UG-REG-TEST-001040,UMDPC-TEST-001040,Outpatient Clinic,SMART-UG-01040,SLADE-UG-01040
Wellness Kagadi Medical Centre,CLINIC,PANEL,"Kagadi Market Ward, Kagadi, Uganda",Kagadi,+25678235760,billing.1041@wellness.kagadi.medical.centre.test.ug,Provider Relations 1041,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.915284,30.811334,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Kagadi Medical Centre Limited,UG-REG-TEST-001041,UMDPC-TEST-001041,HC III,SMART-UG-01041,SLADE-UG-01041
Life Kumi Medical Centre,CLINIC,PARTNER,"Kumi Mission Ward, Kumi, Uganda",Kumi,+25678243679,billing.1042@life.kumi.medical.centre.test.ug,Provider Relations 1042,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.445227,33.941258,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Life Kumi Medical Centre Limited,UG-REG-TEST-001042,UMDPC-TEST-001042,HC III,SMART-UG-01042,SLADE-UG-01042
Ecopharm Pharmacy Moyo East,CLINIC,PANEL,"Moyo Industrial Area, Moyo, Uganda",Moyo,+25678251598,billing.1043@ecopharm.pharmacy.moyo.east.test.ug,Provider Relations 1043,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.697392,31.724101,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Ecopharm Pharmacy Moyo East Limited,UG-REG-TEST-001043,UMDPC-TEST-001043,HC IV,SMART-UG-01043,SLADE-UG-01043
